Exchange Date,Close
05-Feb-07,10.55
06-Feb-07,10.65
07-Feb-07,10.32
08-Feb-07,10.44
09-Feb-07,11.1
12-Feb-07,11.61
13-Feb-07,10.34
14-Feb-07,10.23
15-Feb-07,10.22
16-Feb-07,10.02
20-Feb-07,10.24
21-Feb-07,10.2
22-Feb-07,10.18
23-Feb-07,10.58
26-Feb-07,11.15
27-Feb-07,18.31
28-Feb-07,15.42
01-Mar-07,15.82
02-Mar-07,18.61
05-Mar-07,19.63
06-Mar-07,15.96
07-Mar-07,15.24
08-Mar-07,14.29
09-Mar-07,14.09
12-Mar-07,13.99
13-Mar-07,18.13
14-Mar-07,17.27
15-Mar-07,16.43
16-Mar-07,16.79
19-Mar-07,14.59
20-Mar-07,13.27
21-Mar-07,12.19
22-Mar-07,12.93
23-Mar-07,12.95
26-Mar-07,13.16
27-Mar-07,13.48
28-Mar-07,14.98
29-Mar-07,15.14
30-Mar-07,14.64
02-Apr-07,14.53
03-Apr-07,13.46
04-Apr-07,13.24
05-Apr-07,13.23
09-Apr-07,13.14
10-Apr-07,12.68
11-Apr-07,13.49
12-Apr-07,12.71
13-Apr-07,12.2
16-Apr-07,11.98
17-Apr-07,12.14
18-Apr-07,12.42
19-Apr-07,12.54
20-Apr-07,12.07
23-Apr-07,13.04
24-Apr-07,13.12
25-Apr-07,13.21
26-Apr-07,12.79
27-Apr-07,12.45
30-Apr-07,14.22
01-May-07,13.51
02-May-07,13.08
03-May-07,13.09
04-May-07,12.91
07-May-07,13.15
08-May-07,13.21
09-May-07,12.88
10-May-07,13.6
11-May-07,12.95
14-May-07,13.96
15-May-07,14.01
16-May-07,13.5
17-May-07,13.51
18-May-07,12.76
21-May-07,13.3
22-May-07,13.06
23-May-07,13.24
24-May-07,14.08
25-May-07,13.34
29-May-07,13.53
30-May-07,12.83
31-May-07,13.05
01-Jun-07,12.78
04-Jun-07,13.29
05-Jun-07,13.63
06-Jun-07,14.87
07-Jun-07,17.06
08-Jun-07,14.84
11-Jun-07,14.71
12-Jun-07,16.67
13-Jun-07,14.73
14-Jun-07,13.64
15-Jun-07,13.94
18-Jun-07,13.42
19-Jun-07,12.85
20-Jun-07,14.67
21-Jun-07,14.21
22-Jun-07,15.75
25-Jun-07,16.65
26-Jun-07,18.89
27-Jun-07,15.53
28-Jun-07,15.54
29-Jun-07,16.23
02-Jul-07,15.4
03-Jul-07,14.92
05-Jul-07,15.48
06-Jul-07,14.72
09-Jul-07,15.16
10-Jul-07,17.57
11-Jul-07,16.64
12-Jul-07,15.54
13-Jul-07,15.15
16-Jul-07,15.59
17-Jul-07,15.63
18-Jul-07,16
19-Jul-07,15.23
20-Jul-07,16.95
23-Jul-07,16.81
24-Jul-07,18.55
25-Jul-07,18.1
26-Jul-07,20.74
27-Jul-07,24.17
30-Jul-07,20.87
31-Jul-07,23.52
01-Aug-07,23.67
02-Aug-07,21.22
03-Aug-07,25.16
06-Aug-07,22.94
07-Aug-07,21.56
08-Aug-07,21.45
09-Aug-07,26.48
10-Aug-07,28.3
13-Aug-07,26.57
14-Aug-07,27.68
15-Aug-07,30.67
16-Aug-07,30.83
17-Aug-07,29.99
20-Aug-07,26.33
21-Aug-07,25.25
22-Aug-07,22.89
23-Aug-07,22.62
24-Aug-07,20.72
27-Aug-07,22.72
28-Aug-07,26.3
29-Aug-07,23.81
30-Aug-07,25.06
31-Aug-07,23.38
04-Sep-07,22.78
05-Sep-07,24.58
06-Sep-07,23.99
07-Sep-07,26.23
10-Sep-07,27.38
11-Sep-07,25.27
12-Sep-07,24.96
13-Sep-07,24.76
14-Sep-07,24.92
17-Sep-07,26.48
18-Sep-07,20.35
19-Sep-07,20.03
20-Sep-07,20.45
21-Sep-07,19
24-Sep-07,19.37
25-Sep-07,18.6
26-Sep-07,17.63
27-Sep-07,17
28-Sep-07,18
01-Oct-07,17.84
02-Oct-07,18.49
03-Oct-07,18.8
04-Oct-07,18.44
05-Oct-07,16.91
08-Oct-07,17.46
09-Oct-07,16.12
10-Oct-07,16.67
11-Oct-07,18.88
12-Oct-07,17.73
15-Oct-07,19.25
16-Oct-07,20.02
17-Oct-07,18.54
18-Oct-07,18.5
19-Oct-07,22.96
22-Oct-07,21.64
23-Oct-07,20.41
24-Oct-07,20.8
25-Oct-07,21.17
26-Oct-07,19.56
29-Oct-07,19.87
30-Oct-07,21.07
31-Oct-07,18.53
01-Nov-07,23.21
02-Nov-07,23.01
05-Nov-07,24.31
06-Nov-07,21.39
07-Nov-07,26.49
08-Nov-07,26.16
09-Nov-07,28.5
12-Nov-07,31.09
13-Nov-07,24.1
14-Nov-07,25.94
15-Nov-07,28.06
16-Nov-07,25.49
19-Nov-07,26.01
20-Nov-07,24.88
21-Nov-07,26.84
23-Nov-07,25.61
26-Nov-07,28.91
27-Nov-07,26.28
28-Nov-07,24.11
29-Nov-07,23.97
30-Nov-07,22.87
03-Dec-07,23.61
04-Dec-07,23.79
05-Dec-07,22.53
06-Dec-07,20.96
07-Dec-07,20.85
10-Dec-07,20.74
11-Dec-07,23.59
12-Dec-07,22.47
13-Dec-07,22.56
14-Dec-07,23.27
17-Dec-07,24.52
18-Dec-07,22.64
19-Dec-07,21.68
20-Dec-07,20.58
21-Dec-07,18.47
24-Dec-07,18.6
26-Dec-07,18.66
27-Dec-07,20.26
28-Dec-07,20.74
31-Dec-07,22.5
02-Jan-08,23.17
03-Jan-08,22.49
04-Jan-08,23.94
07-Jan-08,23.79
08-Jan-08,25.43
09-Jan-08,24.12
10-Jan-08,23.45
11-Jan-08,23.68
14-Jan-08,22.9
15-Jan-08,23.34
16-Jan-08,24.38
17-Jan-08,28.46
18-Jan-08,27.18
22-Jan-08,31.01
23-Jan-08,29.02
24-Jan-08,27.78
25-Jan-08,29.08
28-Jan-08,27.78
29-Jan-08,27.32
30-Jan-08,27.62
31-Jan-08,26.2
01-Feb-08,24.02
04-Feb-08,25.99
05-Feb-08,28.24
06-Feb-08,28.97
07-Feb-08,27.66
08-Feb-08,28.01
11-Feb-08,27.6
12-Feb-08,26.33
13-Feb-08,24.88
14-Feb-08,25.54
15-Feb-08,25.02
19-Feb-08,25.59
20-Feb-08,24.4
21-Feb-08,25.12
22-Feb-08,24.06
25-Feb-08,23.03
26-Feb-08,21.9
27-Feb-08,22.69
28-Feb-08,23.53
29-Feb-08,26.54
03-Mar-08,26.28
04-Mar-08,25.52
05-Mar-08,24.6
06-Mar-08,27.55
07-Mar-08,27.49
10-Mar-08,29.38
11-Mar-08,26.36
12-Mar-08,27.22
13-Mar-08,27.29
14-Mar-08,31.16
17-Mar-08,32.24
18-Mar-08,25.79
19-Mar-08,29.84
20-Mar-08,26.62
24-Mar-08,25.73
25-Mar-08,25.72
26-Mar-08,26.08
27-Mar-08,25.88
28-Mar-08,25.71
31-Mar-08,25.61
01-Apr-08,22.68
02-Apr-08,23.43
03-Apr-08,23.21
04-Apr-08,22.45
07-Apr-08,22.42
08-Apr-08,22.36
09-Apr-08,22.81
10-Apr-08,21.98
11-Apr-08,23.46
14-Apr-08,23.82
15-Apr-08,22.78
16-Apr-08,20.53
17-Apr-08,20.37
18-Apr-08,20.13
21-Apr-08,20.5
22-Apr-08,20.87
23-Apr-08,20.26
24-Apr-08,20.06
25-Apr-08,19.59
28-Apr-08,19.64
29-Apr-08,20.24
30-Apr-08,20.79
01-May-08,18.88
02-May-08,18.18
05-May-08,18.9
06-May-08,18.21
07-May-08,19.73
08-May-08,19.4
09-May-08,19.41
12-May-08,17.79
13-May-08,17.98
14-May-08,17.66
15-May-08,16.3
16-May-08,16.47
19-May-08,17.01
20-May-08,17.58
21-May-08,18.59
22-May-08,18.05
23-May-08,19.55
27-May-08,19.64
28-May-08,19.07
29-May-08,18.14
30-May-08,17.83
02-Jun-08,19.83
03-Jun-08,20.24
04-Jun-08,20.8
05-Jun-08,18.63
06-Jun-08,23.56
09-Jun-08,23.12
10-Jun-08,23.18
11-Jun-08,24.12
12-Jun-08,23.33
13-Jun-08,21.22
16-Jun-08,20.95
17-Jun-08,21.13
18-Jun-08,22.24
19-Jun-08,21.58
20-Jun-08,22.87
23-Jun-08,22.64
24-Jun-08,22.42
25-Jun-08,21.14
26-Jun-08,23.93
27-Jun-08,23.44
30-Jun-08,23.95
01-Jul-08,23.65
02-Jul-08,25.92
03-Jul-08,24.8
07-Jul-08,25.78
08-Jul-08,23.15
09-Jul-08,25.23
10-Jul-08,25.59
11-Jul-08,27.49
14-Jul-08,28.48
15-Jul-08,28.54
16-Jul-08,25.1
17-Jul-08,25.01
18-Jul-08,24.05
21-Jul-08,23.05
22-Jul-08,21.18
23-Jul-08,21.31
24-Jul-08,23.44
25-Jul-08,22.91
28-Jul-08,24.23
29-Jul-08,22.03
30-Jul-08,21.21
31-Jul-08,22.94
01-Aug-08,22.57
04-Aug-08,23.49
05-Aug-08,21.14
06-Aug-08,20.23
07-Aug-08,21.15
08-Aug-08,20.66
11-Aug-08,20.12
12-Aug-08,21.17
13-Aug-08,21.55
14-Aug-08,20.34
15-Aug-08,19.58
18-Aug-08,20.98
19-Aug-08,21.28
20-Aug-08,20.42
21-Aug-08,19.82
22-Aug-08,18.81
25-Aug-08,20.97
26-Aug-08,20.49
27-Aug-08,19.76
28-Aug-08,19.43
29-Aug-08,20.65
02-Sep-08,21.99
03-Sep-08,21.43
04-Sep-08,24.03
05-Sep-08,23.06
08-Sep-08,22.64
09-Sep-08,25.47
10-Sep-08,24.52
11-Sep-08,24.39
12-Sep-08,25.66
15-Sep-08,31.7
16-Sep-08,31.54
17-Sep-08,36.22
18-Sep-08,33.1
19-Sep-08,32.07
22-Sep-08,33.85
23-Sep-08,35.72
24-Sep-08,35.19
25-Sep-08,32.82
26-Sep-08,34.74
29-Sep-08,46.72
30-Sep-08,39.39
01-Oct-08,39.81
02-Oct-08,45.26
03-Oct-08,45.14
06-Oct-08,52.05
07-Oct-08,53.68
08-Oct-08,57.53
09-Oct-08,63.92
10-Oct-08,69.95
13-Oct-08,54.99
14-Oct-08,55.13
15-Oct-08,69.25
16-Oct-08,67.61
17-Oct-08,70.33
20-Oct-08,52.97
21-Oct-08,53.11
22-Oct-08,69.65
23-Oct-08,67.8
24-Oct-08,79.13
27-Oct-08,80.06
28-Oct-08,66.96
29-Oct-08,69.96
30-Oct-08,62.9
31-Oct-08,59.89
03-Nov-08,53.68
04-Nov-08,47.73
05-Nov-08,54.56
06-Nov-08,63.68
07-Nov-08,56.1
10-Nov-08,59.98
11-Nov-08,61.44
12-Nov-08,66.46
13-Nov-08,59.83
14-Nov-08,66.31
17-Nov-08,69.15
18-Nov-08,67.64
19-Nov-08,74.26
20-Nov-08,80.86
21-Nov-08,72.67
24-Nov-08,64.7
25-Nov-08,60.9
26-Nov-08,54.92
28-Nov-08,55.84
01-Dec-08,68.51
02-Dec-08,62.98
03-Dec-08,60.72
04-Dec-08,63.64
05-Dec-08,59.93
08-Dec-08,58.49
09-Dec-08,58.91
10-Dec-08,55.73
11-Dec-08,55.78
12-Dec-08,54.28
15-Dec-08,56.76
16-Dec-08,51.29
17-Dec-08,49.84
18-Dec-08,47.34
19-Dec-08,44.93
22-Dec-08,44.56
23-Dec-08,45.02
24-Dec-08,44.21
26-Dec-08,43.38
29-Dec-08,43.9
30-Dec-08,41.63
31-Dec-08,40
02-Jan-09,39.19
05-Jan-09,39.08
06-Jan-09,38.56
07-Jan-09,43.39
08-Jan-09,42.56
09-Jan-09,42.82
12-Jan-09,45.84
13-Jan-09,43.27
14-Jan-09,49.14
15-Jan-09,51
16-Jan-09,46.11
20-Jan-09,56.65
21-Jan-09,46.42
22-Jan-09,47.29
23-Jan-09,47.27
26-Jan-09,45.69
27-Jan-09,42.25
28-Jan-09,39.66
29-Jan-09,42.63
30-Jan-09,44.84
02-Feb-09,45.52
03-Feb-09,43.06
04-Feb-09,43.85
05-Feb-09,43.73
06-Feb-09,43.37
09-Feb-09,43.64
10-Feb-09,46.67
11-Feb-09,44.53
12-Feb-09,41.25
13-Feb-09,42.93
17-Feb-09,48.66
18-Feb-09,48.46
19-Feb-09,47.08
20-Feb-09,49.3
23-Feb-09,52.62
24-Feb-09,45.49
25-Feb-09,44.67
26-Feb-09,44.66
27-Feb-09,46.35
02-Mar-09,52.65
03-Mar-09,50.93
04-Mar-09,47.56
05-Mar-09,50.17
06-Mar-09,49.33
09-Mar-09,49.68
10-Mar-09,44.37
11-Mar-09,43.61
12-Mar-09,41.18
13-Mar-09,42.36
16-Mar-09,43.74
17-Mar-09,40.8
18-Mar-09,40.06
19-Mar-09,43.68
20-Mar-09,45.89
23-Mar-09,43.23
24-Mar-09,42.93
25-Mar-09,42.25
26-Mar-09,40.36
27-Mar-09,41.04
30-Mar-09,45.54
31-Mar-09,44.14
01-Apr-09,42.28
02-Apr-09,42.04
03-Apr-09,39.7
06-Apr-09,40.93
07-Apr-09,40.39
08-Apr-09,38.85
09-Apr-09,36.53
13-Apr-09,37.81
14-Apr-09,37.67
15-Apr-09,36.17
16-Apr-09,35.79
17-Apr-09,33.94
20-Apr-09,39.18
21-Apr-09,37.14
22-Apr-09,38.1
23-Apr-09,37.15
24-Apr-09,36.82
27-Apr-09,38.32
28-Apr-09,37.95
29-Apr-09,36.08
30-Apr-09,36.5
01-May-09,35.3
04-May-09,34.53
05-May-09,33.36
06-May-09,32.45
07-May-09,33.44
08-May-09,32.05
11-May-09,32.87
12-May-09,31.8
13-May-09,33.65
14-May-09,31.37
15-May-09,33.12
18-May-09,30.24
19-May-09,28.8
20-May-09,29.03
21-May-09,31.35
22-May-09,32.63
26-May-09,30.62
27-May-09,32.36
28-May-09,31.67
29-May-09,28.92
01-Jun-09,30.04
02-Jun-09,29.63
03-Jun-09,31.02
04-Jun-09,30.18
05-Jun-09,29.62
08-Jun-09,29.77
09-Jun-09,28.27
10-Jun-09,28.46
11-Jun-09,28.11
12-Jun-09,28.15
15-Jun-09,30.81
16-Jun-09,32.68
17-Jun-09,31.54
18-Jun-09,30.03
19-Jun-09,27.99
22-Jun-09,31.17
23-Jun-09,30.58
24-Jun-09,29.05
25-Jun-09,26.36
26-Jun-09,25.93
29-Jun-09,25.35
30-Jun-09,26.35
01-Jul-09,26.22
02-Jul-09,27.95
06-Jul-09,29
07-Jul-09,30.85
08-Jul-09,31.3
09-Jul-09,29.78
10-Jul-09,29.02
13-Jul-09,26.31
14-Jul-09,25.02
15-Jul-09,25.89
16-Jul-09,25.42
17-Jul-09,24.34
20-Jul-09,24.4
21-Jul-09,23.87
22-Jul-09,23.47
23-Jul-09,23.43
24-Jul-09,23.09
27-Jul-09,24.28
28-Jul-09,25.01
29-Jul-09,25.61
30-Jul-09,25.4
31-Jul-09,25.92
03-Aug-09,25.56
04-Aug-09,24.89
05-Aug-09,24.9
06-Aug-09,25.67
07-Aug-09,24.76
10-Aug-09,24.99
11-Aug-09,25.99
12-Aug-09,25.45
13-Aug-09,24.71
14-Aug-09,24.27
17-Aug-09,27.89
18-Aug-09,26.18
19-Aug-09,26.26
20-Aug-09,25.09
21-Aug-09,25.01
24-Aug-09,25.14
25-Aug-09,24.92
26-Aug-09,24.95
27-Aug-09,24.68
28-Aug-09,24.76
31-Aug-09,26.01
01-Sep-09,29.15
02-Sep-09,28.9
03-Sep-09,27.1
04-Sep-09,25.26
08-Sep-09,25.62
09-Sep-09,24.32
10-Sep-09,23.55
11-Sep-09,24.15
14-Sep-09,23.86
15-Sep-09,23.42
16-Sep-09,23.69
17-Sep-09,23.65
18-Sep-09,23.92
21-Sep-09,24.06
22-Sep-09,23.08
23-Sep-09,23.49
24-Sep-09,24.95
25-Sep-09,25.61
28-Sep-09,24.88
29-Sep-09,25.19
30-Sep-09,25.61
01-Oct-09,28.27
02-Oct-09,28.68
05-Oct-09,26.84
06-Oct-09,25.7
07-Oct-09,24.68
08-Oct-09,24.18
09-Oct-09,23.12
12-Oct-09,23.01
13-Oct-09,22.99
14-Oct-09,22.86
15-Oct-09,21.72
16-Oct-09,21.43
19-Oct-09,21.49
20-Oct-09,20.9
21-Oct-09,22.22
22-Oct-09,20.69
23-Oct-09,22.27
26-Oct-09,24.31
27-Oct-09,24.83
28-Oct-09,27.91
29-Oct-09,24.76
30-Oct-09,30.69
02-Nov-09,29.78
03-Nov-09,28.81
04-Nov-09,27.72
05-Nov-09,25.43
06-Nov-09,24.19
09-Nov-09,23.15
10-Nov-09,22.84
11-Nov-09,23.04
12-Nov-09,24.24
13-Nov-09,23.36
16-Nov-09,22.89
17-Nov-09,22.41
18-Nov-09,21.63
19-Nov-09,22.63
20-Nov-09,22.19
23-Nov-09,21.16
24-Nov-09,20.47
25-Nov-09,20.48
27-Nov-09,24.85
30-Nov-09,24.51
01-Dec-09,21.92
02-Dec-09,21.12
03-Dec-09,22.46
04-Dec-09,21.25
07-Dec-09,22.1
08-Dec-09,23.69
09-Dec-09,22.66
10-Dec-09,22.32
11-Dec-09,21.59
14-Dec-09,21.15
15-Dec-09,21.49
16-Dec-09,20.54
17-Dec-09,22.51
18-Dec-09,21.68
21-Dec-09,20.49
22-Dec-09,19.54
23-Dec-09,19.71
24-Dec-09,19.47
28-Dec-09,19.93
29-Dec-09,20.01
30-Dec-09,19.96
31-Dec-09,21.68
04-Jan-10,20.04
05-Jan-10,19.35
06-Jan-10,19.16
07-Jan-10,19.06
08-Jan-10,18.13
11-Jan-10,17.55
12-Jan-10,18.25
13-Jan-10,17.85
14-Jan-10,17.63
15-Jan-10,17.91
19-Jan-10,17.58
20-Jan-10,18.68
21-Jan-10,22.27
22-Jan-10,27.31
25-Jan-10,25.41
26-Jan-10,24.55
27-Jan-10,23.14
28-Jan-10,23.73
29-Jan-10,24.62
01-Feb-10,22.59
02-Feb-10,21.48
03-Feb-10,21.6
04-Feb-10,26.08
05-Feb-10,26.11
08-Feb-10,26.51
09-Feb-10,26
10-Feb-10,25.4
11-Feb-10,23.96
12-Feb-10,22.73
16-Feb-10,22.25
17-Feb-10,21.72
18-Feb-10,20.63
19-Feb-10,20.02
22-Feb-10,19.94
23-Feb-10,21.37
24-Feb-10,20.27
25-Feb-10,20.1
26-Feb-10,19.5
01-Mar-10,19.26
02-Mar-10,19.06
03-Mar-10,18.83
04-Mar-10,18.72
05-Mar-10,17.42
08-Mar-10,17.79
09-Mar-10,17.92
10-Mar-10,18.57
11-Mar-10,18.06
12-Mar-10,17.58
15-Mar-10,18
16-Mar-10,17.69
17-Mar-10,16.91
18-Mar-10,16.62
19-Mar-10,16.97
22-Mar-10,16.87
23-Mar-10,16.35
24-Mar-10,17.55
25-Mar-10,18.4
26-Mar-10,17.77
29-Mar-10,17.59
30-Mar-10,17.13
31-Mar-10,17.59
01-Apr-10,17.47
05-Apr-10,17.02
06-Apr-10,16.23
07-Apr-10,16.62
08-Apr-10,16.48
09-Apr-10,16.14
12-Apr-10,15.58
13-Apr-10,16.2
14-Apr-10,15.59
15-Apr-10,15.89
16-Apr-10,18.36
19-Apr-10,17.34
20-Apr-10,15.73
21-Apr-10,16.32
22-Apr-10,16.47
23-Apr-10,16.62
26-Apr-10,17.47
27-Apr-10,22.81
28-Apr-10,21.08
29-Apr-10,18.44
30-Apr-10,22.05
03-May-10,20.19
04-May-10,23.84
05-May-10,24.91
06-May-10,32.8
07-May-10,40.95
10-May-10,28.84
11-May-10,28.32
12-May-10,25.52
13-May-10,26.68
14-May-10,31.24
17-May-10,30.84
18-May-10,33.55
19-May-10,35.32
20-May-10,45.79
21-May-10,40.1
24-May-10,38.32
25-May-10,34.61
26-May-10,35.02
27-May-10,29.68
28-May-10,32.07
01-Jun-10,35.54
02-Jun-10,30.17
03-Jun-10,29.46
04-Jun-10,35.48
07-Jun-10,36.57
08-Jun-10,33.7
09-Jun-10,33.73
10-Jun-10,30.57
11-Jun-10,28.79
14-Jun-10,28.58
15-Jun-10,25.87
16-Jun-10,25.92
17-Jun-10,25.05
18-Jun-10,23.95
21-Jun-10,24.88
22-Jun-10,27.05
23-Jun-10,26.91
24-Jun-10,29.74
25-Jun-10,28.53
28-Jun-10,29
29-Jun-10,34.13
30-Jun-10,34.54
01-Jul-10,32.86
02-Jul-10,30.12
06-Jul-10,29.65
07-Jul-10,26.84
08-Jul-10,25.71
09-Jul-10,24.98
12-Jul-10,24.43
13-Jul-10,24.56
14-Jul-10,24.89
15-Jul-10,25.14
16-Jul-10,26.25
19-Jul-10,25.97
20-Jul-10,23.93
21-Jul-10,25.64
22-Jul-10,24.63
23-Jul-10,23.47
26-Jul-10,22.73
27-Jul-10,23.19
28-Jul-10,24.25
29-Jul-10,24.13
30-Jul-10,23.5
02-Aug-10,22.01
03-Aug-10,22.63
04-Aug-10,22.21
05-Aug-10,22.1
06-Aug-10,21.74
09-Aug-10,22.14
10-Aug-10,22.37
11-Aug-10,25.39
12-Aug-10,25.73
13-Aug-10,26.24
16-Aug-10,26.1
17-Aug-10,24.33
18-Aug-10,24.59
19-Aug-10,26.44
20-Aug-10,25.49
23-Aug-10,25.66
24-Aug-10,27.46
25-Aug-10,26.7
26-Aug-10,27.37
27-Aug-10,24.45
30-Aug-10,27.21
31-Aug-10,26.05
01-Sep-10,23.89
02-Sep-10,23.19
03-Sep-10,21.31
07-Sep-10,23.8
08-Sep-10,23.25
09-Sep-10,22.81
10-Sep-10,21.99
13-Sep-10,21.21
14-Sep-10,21.56
15-Sep-10,22.1
16-Sep-10,21.72
17-Sep-10,22.01
20-Sep-10,21.5
21-Sep-10,22.35
22-Sep-10,22.51
23-Sep-10,23.87
24-Sep-10,21.71
27-Sep-10,22.54
28-Sep-10,22.6
29-Sep-10,23.25
30-Sep-10,23.7
01-Oct-10,22.5
04-Oct-10,23.53
05-Oct-10,21.76
06-Oct-10,21.49
07-Oct-10,21.56
08-Oct-10,20.71
11-Oct-10,18.96
12-Oct-10,18.93
13-Oct-10,19.07
14-Oct-10,19.88
15-Oct-10,19.03
18-Oct-10,19.09
19-Oct-10,20.63
20-Oct-10,19.79
21-Oct-10,19.27
22-Oct-10,18.78
25-Oct-10,19.85
26-Oct-10,20.22
27-Oct-10,20.71
28-Oct-10,20.88
29-Oct-10,21.2
01-Nov-10,21.83
02-Nov-10,21.57
03-Nov-10,19.56
04-Nov-10,18.52
05-Nov-10,18.26
08-Nov-10,18.29
09-Nov-10,19.08
10-Nov-10,18.47
11-Nov-10,18.64
12-Nov-10,20.61
15-Nov-10,20.2
16-Nov-10,22.58
17-Nov-10,21.76
18-Nov-10,18.75
19-Nov-10,18.04
22-Nov-10,18.37
23-Nov-10,20.63
24-Nov-10,19.56
26-Nov-10,22.22
29-Nov-10,21.53
30-Nov-10,23.54
01-Dec-10,21.36
02-Dec-10,19.39
03-Dec-10,18.01
06-Dec-10,18.02
07-Dec-10,17.99
08-Dec-10,17.74
09-Dec-10,17.25
10-Dec-10,17.61
13-Dec-10,17.55
14-Dec-10,17.61
15-Dec-10,17.94
16-Dec-10,17.39
17-Dec-10,16.11
20-Dec-10,16.41
21-Dec-10,16.49
22-Dec-10,15.45
23-Dec-10,16.47
27-Dec-10,17.67
28-Dec-10,17.52
29-Dec-10,17.28
30-Dec-10,17.52
31-Dec-10,17.75
03-Jan-11,17.61
04-Jan-11,17.38
05-Jan-11,17.02
06-Jan-11,17.4
07-Jan-11,17.14
10-Jan-11,17.54
11-Jan-11,16.89
12-Jan-11,16.24
13-Jan-11,16.39
14-Jan-11,15.46
18-Jan-11,15.87
19-Jan-11,17.31
20-Jan-11,17.99
21-Jan-11,18.47
24-Jan-11,17.65
25-Jan-11,17.59
26-Jan-11,16.64
27-Jan-11,16.15
28-Jan-11,20.04
31-Jan-11,19.53
01-Feb-11,17.63
02-Feb-11,17.3
03-Feb-11,16.69
04-Feb-11,15.93
07-Feb-11,16.28
08-Feb-11,15.81
09-Feb-11,15.87
10-Feb-11,16.09
11-Feb-11,15.69
14-Feb-11,15.95
15-Feb-11,16.37
16-Feb-11,16.72
17-Feb-11,16.59
18-Feb-11,16.43
22-Feb-11,20.8
23-Feb-11,22.13
24-Feb-11,21.32
25-Feb-11,19.22
28-Feb-11,18.35
01-Mar-11,21.01
02-Mar-11,20.7
03-Mar-11,18.6
04-Mar-11,19.06
07-Mar-11,20.66
08-Mar-11,19.82
